PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR CARDIOFETAL,TOITU,MT-516,M011019,PGO-003-18,MC017-18,1,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR CARDIOFETAL,TOITU,MT-516,M011017,PGO-004-18,MC016-18,1,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119269,PGO-005-18,MM181-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6935,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio mango pani, equipo operativo",,,,,,,,
2025-2,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119255,PGO-006-18,MM178-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6942,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119267,PGO-007-18,MM180-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6940,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio mango pani, equipo operativo",,,,,,,,
2025-2,EC,CDT - POLICLÍNICO GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119262,PGO-008-18,MM179-18,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507577,PQA-014-18,MM017-18,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507579,PQA-015-18,MM018-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6843,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507581,PQA-016-18,MM019-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507582,PQA-017-18,MM020-18,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507583,PQA-018-18,MM021-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6839,11-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,GENERAL ELECTRIC,B20,SGB12515088WA,PQC-018-12,MM270-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6712,2-10-2025,"Cambio de cable ECG, mango PANI y cable de poder. Equipo operativo",,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,GENERAL ELECTRIC,B20,SGB12504875WA,PQC-019-12,MM275-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,GENERAL ELECTRIC,B20,SGB12504878WA,PQC-026-12,MM276-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,GENERAL ELECTRIC,B20,SGF14484733WA,PQC-043-15,MM277-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507136,PSI-001-16,MM201-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6965,27-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo y cambio de mango pani, equipo operativo",,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507133,PSI-002-16,MM200-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6963,27-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507132,PSI-003-16,MM199-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6964,27-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507126,PSI-004-16,MM198-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6962,27-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo y cambio de mango Pani, se cambia cable ECG y manguera Pani,  equipo operativo",,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102906,SBQ-001-12,MM267-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6906,10-11-2025,"Se realiza cambio de sensor SpO2, equipo operativo",,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102907,SBQ-003-12,MM268-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102903,SBQ-004-12,MM150-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6706,1-10-2025,"Se cambia mango PANI y cable de poder, equipo operativo",,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102900,SBQ-005-12,MM151-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6710,2-10-25,"Se cambia mango PANI, sensor SpO2 y se ajusta canasto del carro, equipo operativo",,,,,,,,
2025-2,EC,TRAUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102902,SBQ-006-12,MM013-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6836,10-11-2025,"Pendiente cambio de mango pani, equipo operativo",,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102901,SBQ-007-12,MM266-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,TRAUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102897,SBQ-008-12,MM015-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6835,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,TRAUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102898,SBQ-011-12,MM014-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6903,10-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102904,SBQ-014-12,MM260-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6708,2-10-2025,"Se cambia mango PANI, manguera PANI y cable ECG, equipo operativo",,,,,,,,
2025-2,EC,TRAUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102872,SBQ-017-12,MM012-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN92351843,SBQ-018-20,MM158-20,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6709,02-10-2025,"Se cambia mango PANI y cable de poder, equipo operativo",,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN92351845,SBQ-020-20,MM159-20,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6705,01-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,CIRUGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102878,UCE-025-12,MM261-12,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6703,1-10-2025,"Se cambia mango PANI y sensor SpO2, equipo operativo",,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865626,UCI-002-12,MM206-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865639,UCI-003-12,MM210-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865638,UCI-004-12,MM209-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865579,UCI-005-12,MM203-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865584,UCI-006-12,MM204-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865592,UCI-007-12,MM202-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865637,UCI-008-12,MM208-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865605,UCI-009-12,MM205-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865628,UCI-024-12,MM207-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20 (B),DE72865642,UCI-028-12,MM211-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72834500,UCP-002-08,MM001-08,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6845,13-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se cambia mango PANI SpO2, equipo operativo",,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72838691,UCP-003-08,MM002-08,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72865632,UCP-004-08,MM003-08,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6842,11-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE72865630,UCP-005-08,MM004-08,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6902,13-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-62221599,UCP-006-08,MM005-08,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6901,13-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72838666,UCP-008-08,MM007-08,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72838661,UCP-009-08,MM024-08,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6844,13-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MP20,DE-72865627,UCP-010-08,MM025-08,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MX700,DE12526423,UCP-019-15,MM026-15,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MX700,DE12526468,UCP-020-15,MM027-15,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE MX700,DE12526489,UCP-021-15,MM028-15,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6838,11-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117939,UOB-001-16,MM249-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6920,04-11-2025,"Se hace cambio de mango PANI, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117264,UOB-002-16,MM248-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6912,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117941,UOB-003-16,MM250-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6915,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117959,UOB-004-16,MM251-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6908,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507120,UOB-005-16,MM252-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6887,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117937,URG-001-16,MM222-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117965,URG-002-16,MM225-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6913,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117952,URG-003-16,MM224-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117945,URG-004-16,MM223-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6996,09-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507102,URG-005-16,MM227-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507105,URG-007-16,MM228-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507113,URG-008-16,MM229-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507104,URG-009-16,MM230-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6989,04-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio de cable ECG y mango PANI, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507116,URG-010-16,MM231-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6911,10-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507107,URG-011-16,MM232-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6993,09-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507134,URG-012-16,MM233-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6991,09-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio de dos mangos PANI pediatricos y manguera, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507127,URG-013-16,MM234-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6994,09-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507130,URG-014-16,MM235-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507110,URG-015-16,MM236-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507111,URG-016-16,MM237-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6949,21-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507129,URG-017-16,MM238-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507108,URG-018-16,MM239-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6948,21-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo y cambio de mango PANI, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507117,URG-019-16,MM240-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507103,URG-020-16,MM241-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507119,URG-021-16,MM242-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507115,URG-022-16,MM243-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6995,09-12-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507118,URG-023-16,MM244-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507112,URG-024-16,MM245-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507109,URG-025-16,MM246-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6997,09-12-2025,"Se realiza cambio de mango y manguera PANI, cable ECG y sensor SpO2",,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507106,URG-026-16,MM247-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508853,URG-027-16,MM217-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508855,URG-028-16,MM218-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,URGENCIA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54508854,URG-029-16,MM219-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
