RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291652,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,292029,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,292053,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3073,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,PERFUSOR,8713030,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,PERFUSOR,8713040,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,PERFUSOR,8713140,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3068,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,ASENA,GHMK III,800226224,NO APLICA,,,,,PROPIO,BUENO,20 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,ASENA,GHMK III,8003-05539,NO APLICA,,2003,,,PROPIO,NO OPERATIVO,20 VA,,IM>12,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,ASENA,GHMK III,800226223,NO APLICA,,,,,PROPIO,NO OPERATIVO,20 VA,,IM>12,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252714,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252715,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252722,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252737,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252791,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252801,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252809,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252820,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252830,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252835,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252842,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,B-BRAUN,PERFUSOR,252786,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba enteral,,FRESENIUS KABI,SMART HOLDER,25328787,NO APLICA,,,,,COMODATO,BUENO,9V,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba enteral,,FRESENIUS KABI,SMART HOLDER,25328788,NO APLICA,,,,,COMODATO,BUENO,9V,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba enteral,,FRESENIUS KABI,SMART HOLDER,25328790,NO APLICA,,,,,COMODATO,BUENO,9V,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba enteral,,FRESENIUS KABI,AMIKA HOLDER,25328792,NO APLICA,,,,,COMODATO,BUENO,9W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba enteral,,FRESENIUS KABI,AMIKA HOLDER,25328793,NO APLICA,,,,,COMODATO,BUENO,9W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Calentador de pacientes,2022,3M BAIR HUGGER,M775,102271,NO APLICA,,,,,PROPIO,BUENO,220-240 VAC,,IM>12,,IM SEGÚN OMS
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3137,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,298842-0034,NO VISAULIZADO,,2007,,,PROPIO,BUENO,200VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3124,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,329727-0703,NO VISAULIZADO,,2007,,,PROPIO,BUENO,200VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3133,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,329727-0713,NO VISAULIZADO,,2007,,,PROPIO,BUENO,200VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3121,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,329727-0782,NO VISAULIZADO,,2007,,,PROPIO,BUENO,200VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3137,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,2737,NO VISAULIZADO,,2007,,,PROPIO,SUGERIDO A LA BAJA (REP. PENDIENTE),200VA,,IM>12,,20-03-24 Ubicada en 3128 - No enciende
HERMAN,23-02-2024,PEDIATRIA,8VO PISO ALA NORTE,TN8VO PISO,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,329727-0688,NO VISAULIZADO,,2007,,,PROPIO,NO OPERATIVO,200VA,,IM>12,,20-03-24 Ubicada en 8vo piso - No enciende
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3133,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,2726,NO VISAULIZADO,,2007,,,PROPIO,NO OPERATIVO,200VA,,IM>12,,20-03-24 Ubicada en 3125 - No enciende
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3132,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,2740,NO VISAULIZADO,,2007,,,PROPIO,NO OPERATIVO,200VA,,IM>12,,20-03-24 Ubicada en 3132 - Prende leds pero no funciona
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3121,Mobiliario,Clínico,Cama electromecánica,,LINAK,S9094,2732,NO VISAULIZADO,,2007,,,PROPIO,NO OPERATIVO,200VA,,IM>12,,20-03-24 Ubicada en UCPP 3068 - No enciende
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Mobiliario,Clínico,Cama electromecánica,,VOLKER,S962-2,962-2-2012-6-211,NO VISAULIZADO,,2012,,,PROPIO,OPERATIVO CON PROBLEMAS,300VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3072,Mobiliario,Clínico,Cama electromecánica,,VOLKER,S962-2,962-2-2012-6-214,NO VISAULIZADO,,2012,,,PROPIO,OPERATIVO CON PROBLEMAS,300VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3071,Mobiliario,Clínico,Cama electromecánica,,VOLKER,S962-2,962-2-2012-6-221,NO VISAULIZADO,,2012,,,PROPIO,OPERATIVO CON PROBLEMAS,300 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3070,Mobiliario,Clínico,Cama electromecánica,,VOLKER,S962-2,962-2-2012-6-222,NO VISAULIZADO,,2012,,,PROPIO,OPERATIVO CON PROBLEMAS,300 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN 3132,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57597,NO VISAULIZADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,20-03-24 Ubicada en 3132 - sin problemas
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3132,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57601,3063PTN312402031,,,,,PROPIO,BUENO,NA,,NO APLICA,,20-03-24 Ubicada en 3136 - sin problemas
HERMAN,07-02-2024,PEDIATRIA,UCPP,Pasillo 3118,Mobiliario,Clínico,Cama mecánica,,JOSON CARE,JE 200,1108034606,NO VISAULIZADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3092,Mobiliario,Clínico,Cama mecánica,,JOSON CARE,JE 200,1203039507,3063PTN308402281,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3136,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770156,57568,306TN7P712805251,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3121,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57975,NO VISAULIZADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3121,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57983,3063PTN312102030,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3125,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57984,3063PTN312002027,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3125,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,57988,306PTN312002029,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3132,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,58002,306TN6P612904518,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3070,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,58009,306TN6P611404379,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3136,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,58031,306TN3P312401674,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,58096,306TN3P312401677,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - CAMA HOSPITALIZACIÓN,TN3136,Mobiliario,Clínico,Cama mecánica,,LOS PINOS,1517770111,58036,NO ENCONTRADO,,,,,PROPIO,NO OPERATIVO,NA,,NO APLICA,,20-03-24 Ubicada en UCPP - sin manivelas
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Mobiliario,Clínico,Carro de paros,,KARREL,AURION,708298,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,TN3074,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,10296,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10286,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10287,3063PTN313602054,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10288,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10289,306PTN313202051,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10290,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10291,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10292,3063PTN312402046,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10293,3063PTN313602055,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10294,306TN5P512103582,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10295,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10297,3063PTN312102044,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - HOSPITALIZADOS,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10299,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10301,3063PTN313701895,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,HOSPITALIZADOS - ROTATIVA,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,F10302,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,TN3073,Mobiliario,Clínico,Cuna eléctrica,,STRYKER,FL19H,SIN SERIE 2,3063PTN312802047,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,TN3073,Mobiliario,Clínico,Cuna mecánica,,STRYKER,FL19H,F10298,3063PTN312802047,,,,,PROPIO,BUENO,NA,,NO APLICA,,20-03-24 Ubicada en UCPP - sin problemas
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3088,Imagenología,Alto Costo,Ecógrafo portátil,,SONOSITE,M-TURBO,WK2K7X,NO REGISTRADO,,2015,,,PROPIO,BUENO,150 VA,,RELEVANTE,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200611138754,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 06, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200611138935,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 09, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200611138674,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 10, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200611138593,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 11, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200609137743,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 12, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200609137853,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 14, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200611138827,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 16, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200521133260,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 20, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,3ER PISO - ALA NORTE - UCPP,ROTATIVO,Apoyo Terapéutico,Mediano Costo,Equipo de oxigenoteraia de alto flujo (cnaf - canula nasal de alto flujo),,FISHER & PAYKEL,AIRVO 2,200609137725,NO REGISTRADO,,2020,,,PROPIO,BUENO,400W,,IM>12,,"ETIQUETA 21, IM SEGÚN OMS"
HERMAN,02-02-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,OLYMPUS,CX41,,NO REGISTRADO,,,,,PROPIO,BUENO,30W,,IM>12,Ampolletas,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Microscopio universal,,SYSMEX,DI-60,62934,,,,,,COMODATO,BUENO,30W,,RELEVANTE,Ampolletas,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Alto Costo,Medidor spo2,,MASIMO,RADICAL-7,Q01055,NO REGISTRADO,,2011,,,PROPIO,NO OPERATIVO,NA,,NO APLICA,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Mediano Costo,Monitor multiparámetros,Módulo de Signos Vitales,PHILIPS,M3001A (PARA MP20),DE717P4263,NO REGISTRADO,,2008,,,PROPIO,BUENO,95 VA,,NO APLICA,"Accesorios, Baterias",
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Mediano Costo,Monitor multiparámetros,Módulo de Signos Vitales,PHILIPS,M3001A (PARA MP20),DE9070AMUF,NO REGISTRADO,,2012,,,PROPIO,BUENO,95 VA,,NO APLICA,"Accesorios, Baterias",
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3068,Mobiliario,Alto Costo,Monitor multiparámetros alta complejidad,,PHILIPS,INTELLIVUE MP20,DE-62227625,NO REGISTRADO,,2008,,,PROPIO,BUENO,100W,,CRÍTICO,"Accesorios, Baterias",
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3069,Mobiliario,Alto Costo,Monitor multiparámetros alta complejidad,,PHILIPS,INTELLIVUE MP20,DE-72728661,NO REGISTRADO,,2008,,,PROPIO,BUENO,100W,,CRÍTICO,"Accesorios, Baterias",
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Alto Costo,Monitor multiparámetros alta complejidad,,PHILIPS,INTELLIVUE MP20,DE-72865630,NO REGISTRADO,,2008,,,PROPIO,BUENO,100W,,CRÍTICO,"Accesorios, Baterias",
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Bajo Costo,Oxímetro de pulso,,MASIMO,RADICAL-7,177244,NO REGISTRADO,,,,,PROPIO,NO OPERATIVO,55 VA,,NO APLICA,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Bajo Costo,Oxímetro de pulso,,NOVAMETRIX,OXIPLETH,77-21022,NO REGISTRADO,,2004,,,PROPIO,NO OPERATIVO,55 VA,,NO APLICA,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Mobiliario,Bajo Costo,Oxímetro de pulso,,NOVAMETRIX,OXIPLETH,77-21023,NO REGISTRADO,,2004,,,PROPIO,NO OPERATIVO,NA,,NO APLICA,,No operativo
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,PERFUSOR,64823,NO REGISTRADO,,,,,PROPIO,BUENO,20VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,PERFUSOR,64841,NO REGISTRADO,,,,,PROPIO,BUENO,20VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,8713140,64848,NO REGISTRADO,,,,,PROPIO,BUENO,50W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,PERFUSOR,64849,NO REGISTRADO,,,,,PROPIO,BUENO,20VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,PERFUSOR,64858,NO REGISTRADO,,,,,PROPIO,BUENO,20VA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,8713140,64859,NO REGISTRADO,,,,,PROPIO,BUENO,50W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Bajo Costo,Rack bomba de jeringa,,B-BRAUN,8713140,64890,NO REGISTRADO,,,,,PROPIO,BUENO,50W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3092,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,PITEC,REF-19,6037,NO REGISTRADO,,,,,PROPIO,BUENO,180W,,NO APLICA,,
