N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-102-24,2024,06-11-2024,EQUIPO,NEONATOLOGIA,2,BOMBAS DE INFUSIÓN PLUM 360,ICU MEDICAL,42432142 / 42432284,EQUIPO REPARADO POR ST
AE-103-24,2024,13-11-2024,EQUIPO,CIRUGÍA,1,MONITOR MULTIPARÁMETROS,NIHON KOHDEN,102884,ENTREGADO A CIRUGÍA POR PETICIÓN DE SDE
AE-104-24,2024,14-11-2024,EQUIPO ,NEONATOLOGIA,1,BILIRRUBINOMETRO,NATUS,7353,DONACIÓN FEDES
AE-105-24,2024,22-11-2024,EQUIPO,PABELLÓN CENTRAL,1,INSUFLADOR UHI-4,NA,7262452,ACTUALIZACIÓN DE SOFTWARE POR ST
AE-106-24,2024,22-11-2024,EQUIPAMIENTO,PABELLÓN CENTRAL,VARIOS,01 CONSOLA + 01 PEDAL Y CAJA DE METAL CON PIEZA DE MANO,BOJÍN,NA,REPARADO POR ST
AE-107-24,2024,28-11-2024,EQUIPO,PABELLÓN CENTRAL,1,VIDEOURETEROSCOPIO URF-V3,OLYMPUS,2406542,EQUIPO EN ARRIENDO POR 12 MESES
AE-108-24,2024,05-12-2024,EQUIPO,POLICLÍNICO UROLOGÍA,2,CITOSCOPIOS RÍGIDOS ,OLYMPUS,NA,"PROYECTO ""ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTOS CAU"""
AE-109-24,2024,06-12-2024,ACCESORIOS,UCI,4 / 1,04 SOPORTES DE CILINDRO O2 PARA CAMA CLÍNICA LINET / 01 SET DE ESTABILIZACIÓN,NA,NA,1554-1534-SE24
AE-110-24,2024,13-12-2024,EQUIPO,CLÍNICA ATACAMA,1,VENTILADOR MECÁNICO DE TRANSPORTE + BASE CALEFACTORA,AEONMED,VG70(E)XZZU9657,ARRIENDO A CLINICA RCR ATACAMA
AE-111-24,2024,17-12-2024,EQUIPO,PABELLÓN CENTRAL,1,PIEZA DE MANO ,MEDTRONIC,M4-U02805,"REEMPLAZO DE PIEZA DE MANO SN 3118, ENVIADA A ST"
AE-112-24,2024,17-12-2024,EQUIPO,PABELLÓN CENTRAL,1,PIEZA DE MANO PARA BROCA DE CORTE,NA,BJ3605-2404013,REEMPLAZO DE PIEZA DE MANO REF. BJ3605-2404012 ENAVIADA A ST GLIOCORP
AE-113-24,2024,18-12-2024,EQUIPO,PEDIATRÍA,1,CNAF,FISHER & PAYKEL,200609137853,DEVOLUCIÓN DE NEO A PEDIATRÍA
AE-114-24,2024,18-12-2024,EQUIPO,POLICLÍNICO GINECOLOGÍCO,1,MESA GINECOLOGICA,NA,V139640,DONACIÓN FEDES
AE-115-24,2024,23-12-2024,ACCESORIO,PABELLÓN CENTRAL,1,CONTENEDOR PARA PIEZA DE MANO,MEDTRONIC,REF. 1898075,SE HACE ENTREGA DE CAJA DE ESTERILIZACIÓN PENDIENTE EN AE-111-24
AE-001-25,2025,09-01-2025,EQUIPO,INMUNOLOGÍA,1,BOMBA DE INFUSIÓN,FRESENIUS KABI,25238354,-
AE-002-25,2025,15-01-2025,EQUIPO,DIRECCIÓN,2 / 2,2 FLUJOMETROS / 02 FRASCOS DE HUMIDIFICACIÓN,NA,NA,-
AE-004-25,2025,20-01-2025,EQUIPO,PEDIATRÍA,1,CUNA PEDIÁTRICA,STRYKER,F10296,DEVOLUCIÓN DE NEO A PEDIATRÍA
AE-005-25,2025,22-01-2025,EQUIPO,URGENCIA MATERNIDAD,1,COLPOSCOPIO,WALLACH,1014002,DEVOLUCIÓN DE POLI GINE A URGENCIA MATERNIDAD
AE-006-25,2025,22-01-2025,EQUIPO,IMAGENOLOGÍA,1,SISTEMA DE BIOPSIA MAMARIO,MAMMOTOME REVOLVE,MSCMC1001240,REPARADO POR ST
AE-007-25,2025,23-01-2025,EQUIPO,DENTAL,1,UNIDAD DENTAL,RUNYES,CA11D2306044,ENTRGADO E INSTALDO EL DÍA 20-01-2025
AE-008-25,2025,23-01-2025,EQUIPO,DENTAL,1,ARTICULADOR + ARCO FACIAL,BIO-ART,93711 / 7545,-
AE-009-25,2025,23-01-2025,EQUIPO,ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJINON,9G391K274,REPARADO POR ST
AE-010-25,2025,30-01-2025,EQUIPO,PEDIATRÍA,1,CNAF N°6,FISHER & PAYKEL,200611138754,DEVOLUCIÓN DE NEO A PEDIATRÍA
AE-011-25,2025,31-01-2025,EQUIPO,NEONATOLOGÍA,1,MONITOR MULTIPARÁMETROS,NIHON KOHDEN,1315,DEVOLUCIÓN DE PQC A NEO
AE-012-25,2025,06-02-2025,EQUIPO,ESTERILIZACIÓN,1,CITOSCOPIO N°1,OLYMPUS,NA,REPARADO POR ST
AE-013-25,2025,12-02-25,EQUIPO,NEONATOLOGÍA,1,VENTILADOR SLEE 5000,SLEE,59283,PRESTAMO DE HOSPITAL DE VALLENAR
AE-014-25,2025,26-02-2025,EQUIPO,PABELLÓN AMBULATORIO,1,CALENTADOR DE SUERO,ENTHERMICS,3470778-1,EQUIPO Y EQUIPAMIENTO MÉDICO Y MOBILIARIO CLÍNICO PARA UNIDAD DE CIRUGÍA MAYOR AMBULATORIA Y PROYECTO MEL DEL HRC
AE-015-25,2025,28-02-2025,EQUIPO,ESTERILIZACIÓN,1,MOTOR DE NEUROCIRUGÍA,NA,NA,REPARADO POR ST
AE-016-25,2025,04-03-2025,EQUIPAMIENTO,TRAUMATOLOGÍA,1,CAMA ELECTROMECÁNICA,VOLKER,962-2-2012-12-103,-
AE-017-25,2025,11-03-2025,EQUIPAMIENTO,TRAUMATOLOGÍA,1,CAMA ELECTROMECÁNICA,STRYKER,360510013870133,-
AE-018-25,2025,11-03-2025,EQUIPAMIENTO,PABELLÓN AMBULATORIO,5,KIT DE LARINGOSCOPIOS,NA,NA,EQUIPO Y EQUIPAMIENTO MÉDICO Y MOBILIARIO CLÍNICO PARA UNIDAD DE CIRUGÍA MAYOR AMBULATORIA Y PROYECTO MEL DEL HRC
AE-019-25,2025,12-03-2025,EQUIPO,IMAGENOLOGÍA,1,EQUIPO SISTEMA DE BIOPSIA MAMARIO,MAMMOTOME REVOLVE,MSCMC1001240,REPARADO POR ST
AE-020-25,2025,12-03-2025,EQUIPO,UCI,1,NEUROMONITOR CONOX QM7000-M CL,FRESENIUS KABI,25682691,EQUIPO EN DEMO
AE-021-25,2025,13-03-2025,EQUIPAMIENTO,NEONATOLOGÍA,4,CIRCUITOS DE VENTILACIÓN CON TRAMPA DE AGUA,SLEE,NA,INSUMOS EN MUYESTRA POR PM CONSULTING
AE-022-25,2025,31-03-2025,EQUIPO,ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJINON,9G391K275,REPARADO POR ST
AE-023-25,2025,31-03-2025,EQUIPOS,NEONATOLOGÍA,2,BASES HUMIDIFICADORAS,FISHER & PAYKEL,210811023309 / 210813023372,EQUIPOS EN DEMO
AE-024-25,2025,01-04-2025,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,1C654K487,REPARADO POR ST
AE-025-25,2025,02-04-2025,EQUIPO,COORDINADORA RNAO,1 / 1 / 1,01 TRANSDUCTOR INALÁMBRICO / 01 TABLET IPAD / 01 BASE ROTATIVA PARA IPAD,SONUS / APPLE ,WLPCELE003 / FPHF7HFPY4 / E-BR-514827,EQUIPAMIENTO CONVENIO PRÁCTICA UNIVERSIDAD SANTO TOMÁS
AE-026-25,2025,02-04-2025,EQUIPO,POLICLÍNICO OFTALMOLÓGICO,1,ECOTOMÓGRAFO OFTALMOLÓGICO,NIDEK,41651,REPARADO POR ST
AE-027-25,2025,03-04-2025,EQUIPAMIENTO,TRAUMATOLOGÍA,1,CAMA ELECTROMECÁNICA,VOLKER,962-2-2012-6-225,SE HACE ENTREGA POR RETIRO DE OTRA 962-2-2012-12-120
AE-028-25,2025,07-04-25,ACCESORIOS,PABELLÓN CENTRAL,15,"3 SENSOR SPO2, 3 MULTIMED, 3 MANGO PANI, 3 MANGUERA PANI, 3 ECG SNAP",VARIAS,NA,SE HACE ENTREGA PARA ABASTECER MAQUINAS DE ANESTESIA
AE-029-25,2025,08-04-2025,EQUIPO,URGENCIA MATERNIDAD,1,COLPOSCOPIO,WALLACH,SCOPE,DEVOLUCIÓN DE POLI GINE A URGENCIA MATERNIDAD
AE-030-25,2025,09-04-2025,EQUIPO,UCI,6,BOMBAS DE INFUSIÓN,HOSPIRA,42432208 / 42432124 / 42432235 / 42432176 / 42432315 / 42431912,REPARADO POR ST
AE-031-25,2025,15-04-2025,EQUIPO,ENDOSCOPÍA,1,PROCESADOR DE IMAGEN EP-6000,FUJIFILM,1V694G380,OPERATIVO CON OBSERVACIONES
AE-032-25,2025,15-04-2025,EQUIPO,UPC,1,MONITOR PANTALLA,SAMSUNG,ZZVYH4ZN300276J.,NA
AE-033-25,2025,17-4-2025,EQUIPO,URGENCIA MATERNIDAD,1,MONITOR CARDIOFETAL,MEDIANA,AGG90037,REPARADO POR ST ABM MEDICAL LTDA
AE-034-25,2025,17-04-2025,ACCESORIOS,ENDOSCOPIA,1,CAPTURADORA DE VIDEO STREAMING FHD,NA,HSD023120,NA
AE-035-24,2025,21-04-2025,EQUIPO,NEONATOLOGIA,8,CIRCUITO VENTILATORIO NEONATAL ,NA,NA,QUEDAN PEDIENTES 2 UNIDADES
AE-037-25,2025,22-04-2025,EQUIPO,NEONATOLOGÍA,1,INCUBADORA DUAL,DRAGER,ASNL-0001,EQUIPO EN DEMO
AE-038-25,2025,22-04-2025,EQUIPO,NEONATOLOGÍA,1,VENTILADOR NEONATAL,DRAGER,ASPA-0057,EQUIPO EN DEMO
AE-039-25,2025,22-04-2025,EQUIPO,NEONATOLOGÍA,1,BILIRRUBINÓMETRO,DRAGER,B3502560,EQUIPO EN DEMO
AE-040-25,2025,30-04-2025,EQUIPO,PABELLÓN,1 / 1,01 MODULO DE PODER / 01 PIEZA MANO A PILAS,JOHNSON & JOHNSON MEDICAL,43170 / 24765,"Pieza de mano y módulo de poder con mantenimiento preventivo realizado. Queda pendiente la reparación de la tapa, la cual según reporte adjunto debió ser quebrada."
AE-041-25,2025,06-05-2025,EQUIPO,ENDOSCOPÍA,1,VIDEOCOLONOSCOPIO EC-600WL,FUJINON,8C6885106,REPARADO POR ST ENDOS
AE-042-25,2025,06-05-2025,EQUIPO,ENDOSCOPÍA,1,VIDEOCOLONOSCOPIO EC-590WL,FUJINON,ENDOSBU056,EQUIPO EN BACK UP POR ENDOS
AE-043-25,2025,08-05-2025,EQUIPO,ENDOSCOPÍA,1,VIDEOPANENDOSCOPIO EG-600WR,FUJINON,9G391K273,REPARADO POR ST ENDOS
AE-044-25,2025,08-05-2025,EQUIPO,ENDOSCOPÍA,1,VIDEOCOLONOSCOPIO EC-590ZWL,FUJINON,1C667K065,REPARADO POR ST ENDOS
AE-045-25,2025,09-05-2025,EQUIPO,IMAGENOLOGÍA,1,UNIDAD DE BIOPSIA,SIEMENS,10501331,ADITAMENTO NUEVO EN REEMPLAZO DE ADITAMENTO ORIGINAL CON FALLA
AE-046-25,2025,12-05-2025,EQUIPAMIENTO,NEONATOLOGÍA,2 / 30 / 1,"2 CIRCUITOS DE BASE HUMIDIFICADORA, 30 COBERTORES PARA SONDA DE T° Y 1 COBERTOR BLACKOUT",DRAGER,NA,EQUIPAMIENTO PARA EQUIPOS DRAGER EN DEMO
AE-047-25,2025,14-05-2025,EQUIPO,POLICLÍNICO CARDIOLOGÍA,1,TRANSDUCTOR,GE,535948YP4,-
AE-048-25,2025,20-05-2025,EQUIPO,URGENCIA MATERNIDAD,1,COLPOSCOPIO,WALLACH,SCOPE,DEVOLUCIÓN DE POLI GINE A URGENCIA MATERNIDAD
AE-049-25,2025,22-05-2025,EQUIPO,POLICLÍNICO OFTALMOLÓGICO,1,"01 ECOBIOMETRO OCULAR, 01 MESA ECOBIOMETRO Y ACCESORIOS",NA,19120009 / 1628-0156,"EQUIPO EN DEMO POR 3 SEMANAS, PROVEEDOR ALCON LABORATORIOS CHILE LTDA"
AE-050-25,2025,26-05-2025,EQUIPO,PABELLÓN CENTRAL,1,VIDEOURETEROSCOPIO URF-V3,OLYMPUS,NA,EQUIPO EN ARRIENDO
AE-051-25,2025,27-05-2025,EQUIPAMIENTO,PABELLÓN CENTRAL,1,VIDEOLARINGOSCOPIO,KARL STORZ,NK8444,REPOSICIÓN EQUIPOS PLAN NACIONAL DEL CÁNCER II
AE-052-25,2025,28-05-2025,EQUIPO ,URGENCIA MATERNIDAD,1,MONITOR CARDIOFETAL,MEDIANA,AGG90037,REPARADO POR ST ABM MEDICAL LTDA
AE-053-25,2025,28-05-2025,EQUIPO,UTI,1,MONITOR MULTIPARÁMETROS DE ALTA COMPLEJIDAD,MINDRAY,KQ-04039628,SE ENTREGA PREVISORIAMNTE
AE-054-25,2025,29-05-2025,ACCESORIO,HEMODIALISIS,3,TAPAS DE CAMARA VENOSA,FRESENIUS MEDICAL ARE,M561711,-
AE-055-25,2025,30-05-2025,EQUIPO,UCI,1,MONITOR DE VENTILADOR MECÁNICO C6,HAMILTON,6032,REPARADO POR ST IMPEDICA
AE-056-25,2025,02-06-2025,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,8C688K108,REPARADO POR ST ENDOS
AE-057-25,2025,03-06-2025,EQUIPAMIENTO,TRAUMATOLOGÍA,2,CAMAS ELECTROMECÁNICAS,STRYKER / VOLKER,3605100013870186 / 962-2-2012-12-104,-
AE-058-25,2025,03-06-2025,EQUIPO,POLICLÍNICO OFTALMOLÓGICO,1,PROYECTOR DE OPTOTIPOS,HUVITZ,7P00C24G0003,QUEDA PENDIENTE EL ENVIÓ DE PARTE DEL PROVEEDOR LA PANTALLA GRÁFICO (CHART SCREEN)
AE-059-25,2025,04-06-2025,EQUIPO,NEONATOLOGÍA,5,BOMBAS DE INSUFIÓN PLUM 360,ICU MEDICAL,42432249 / 42432183 / 42432290 / 42432319 / 42432317,REPARADO POR ST ICU MEDICAL
AE-060-25,2025,04-06-2025,EQUIPO,UCI,2,BOMBAS DE INSUFIÓN PLUM 360,ICU MEDICAL,42432156 / 42432188,REPARADO POR ST ICU MEDICAL
AE-061-25,2025,04-06-2025,EQUIPO,PARTO / PRE PARTO,1,BOMBAS DE INSUFIÓN PLUM 360,ICU MEDICAL,42432298,REPARADO POR ST ICU MEDICAL
AE-062-25,2025,09-06-2025,EQUIPO ,POLICLÍNICO ORL,1,SILLA CIRUJANO,RINI,1404-12,PUESTA EN MARCHA Y CAPACITACIÓN
AE-063-25,2025,04-06-2025,EQUIPO,PEDIATRÍA,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432140,REPARADO POR ST ICU MEDICAL
AE-064-25,2025,09-06-2025,EQUIPO,ENDOSCOPIA,1,VIDEOBRONCOSCOPIO,FUJINON,1B083K206,REPARADO POR ST ENDOS
AE-065-25,2025,10-06-2025,EQUIPO,IMAGENOLOGÍA,1,"ECÓGRAFO MYLAB X90, SN: 100275",ESAOTE,100275,EQUIPO EN DEMO POR VALTEK
AE-066-25,2025,10-06-2025,EQUIPO,UPC,1,EQUIPO RAYOX X PORTÁTIL,AGFA,10007,EQUIPO EN DEMO POR VALTEK
AE-067-25,2025,12-06-2025,EQUIPO,URGENCIA,1,"ECÓGRAFO PORTÁTIL, LOGIQ E",GENERAL ELECTRIC,6076901WX0,REPARADO POR ST HOSER
AE-068-25,2025,12-06-2025,EQUIPO,GINECOLOGÍA Y OBTETRICIA,1,ECÓGRAFO MYLABA50,ESAOTE,100359,EQUIPO EN DEMO POR VALTEK
AE-069-25,2025,12-06-2025,EQUIPAMIENTO,TRAUMATOLOGÍA,1,CAMA ELECTROMECÁNICA,VOLKER,962-2-2012-12-120 /D,OPERATIVO
AE-070-25,2025,13-06-2025,EQUIPO,PABELLÓN CENTRAL,1,MOTOR MIDAS STYLUS + ACCESORIOS Y EQUIPOS COMPLEMENTARIOS,-,22C6186,EQUIPO EN DEMO POR HELICO
AE-071-25,2025,16-06-2025,EQUIPO,UROLOGÍA,1,MOTOR DE ASPIRACIÓN,THOMAS,51100003316,MOTOR DE REEMPLAZO POR EL DEFECTUOSO
AE-072-25,2025,18-06-2025,EQUIPO,POLICLINICO OFTALMOLOGÍA,1,LÁMPARA DE HENDIDURA + MESA ELÉCTICA,VISIONIX,5410547,-
AE-073-25,2025,19-06-2025,EQUIMPAMIENTO,UROLOGÍA,1,CAMA ELECTROMECÁNICA VOLKER ,VOLKER,962-2-2012-6-182 / D,CAMA ADICIONAL POR PLA INVIERNO
AE-074-25,2025,19-06-2025,EQUIPAMIENTO,URGENCIA,1,CAMA ELECTROMECÁNICA ELEGANZA 2,LINET,20200290212,REPARADA Y OPERATIVA
AE-075-25,2025,19-06-2025,EQUIPO,UCI,1,BASE CALEFACTORA,HAMILTON,30901,DEVOLUCIÓN DE EQUIPO
AE-076-25,2025,25-06-2025,EQUIPO,NEONATOLOGÍA,1,MONITOR DE OXIMETRÍA RAD-97 + ACCESORIOS,MASIMO,3000261990,DONACIÓN KINROSS
AE-077-25,2025,25-06-2025,ACCESORIOS,NEONATOLOGÍA,8,CAJAS DE FILTRO PARA INCUBADORAS,GIRAFFE,LOT 240602326,-
AE-078-25,2025,27-06-2025,EQUIPO,PEDIATRÍA,1,CNAF N°14,F&P,200609137853,DEVOLUCIÓN DE EQUIPO
AE-079-25,2025,27-06-2025,EQUIPO,NEONATOLOGÍA,1,01 VENTILADOR MECÁNICO INVASIVO + 01 BASE CALEFACTORA,SLEE,59283,EQUIPO EN CALIDAD DE PRÉSTAMO POR EL HOSPITAL PROVINCIAL DEL HUSACO DE VALLENAR
AE-080-25,2025,01-07-2025,EQUIPO,NEONATOLOGÍA,3,BASES HUMIDIFICADORAS ,F&P,"200719454472 / 111008121806 / 110818117847
",EQUIPOS REPARADOS POR ST
AE-081-25,2025,01-07-2025,EQUIPOS,NEONATOLOGÍA,1 / 1,01 INCUBADORA HIBRIDA CUIDADOS INTESIVOS DUAL INCU I Y 01 VENTILADOR MECÁNICO NEONATAL SLE6000,-,181200576 / 6010160417,EQUIPOS EN DEMO POR PM CONSULTING
AE-082-25,2025,04-07-2025,EQUIPO,NEONATOLOGÍA,1,VENTILADOR NEONATAL SLE5000,SLE LIMITED,55184,EQUIPO REPARADO POR ST
AE-083-25,2025,04-07-2025,ACCESORIOS,NEONATOLOGÍA,7,CAJAS DE FILTROS DE INCUBADORA GIRAFFE,GIRAFFE,REF. 2107356 / LOT. 250201432,-
AE-084-25,2025,07-07-2025,EQUIPO,PEDIATRÍA,1,VENTILADOR MECÁNICO C3,HAMILTON,2032,DEVOLUCIÓN DE EQUIPO
AE-085-25,2025,07-07-2025,EQUIPO,PRE PARTO / PARTO,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432241,EQUIPO REPARADO POR ST
AE-086-25,2025,07-07-2025,EQUIPO,PEDIATRÍA,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432107,EQUIPO REPARADO POR ST
AE-087-25,2025,07-07-2025,EQUIPO,HPH,1 / 1,01 VENTILADOR MECÁNICO NEONATAL SLE5000 / 01 BASE CALEFACTORA,SLE LIMITED,59283 / 070625011780,DEVOLUCIÓN DE EQUIPOS AL HPH
AE-088-25,2025,08-07-2025,ACCESORIOS,UPC,1 / 1,01 MÓDULO BIS Y 01 CABLE DE INTERFAZ BIS,COVIDIEN,LOT. 25C0070IN / REF. 186-0107,-
AE-089-25,2025,08-07-2025,EQUIPAMIENTO,HPH,1,BRAZO PORTA CIRCUITO DE VENTILACIÓN,-,-,ENTREGA PENDIENTE CON EL VENTILADOR
AE-090-25,2025,11-07-2025,EQUIPO,NEONATOLOGÍA,1,MONITOR MULTIPARÁMETROS BSM-3562K,NIHON KOHDEN,1276,"EQ. NO OPERATIVO, SE RECOMIENDA DAR DE BAJA CON IT-009-25 "
AE-091-25,2025,17/07/2025,EQUIPO,CLÍNICA ATACAMA ACHS SALUD,1,VENTILADOR MECÁNICO C1,HAMILTON,1416,PRÉSTAMO A LA CLÍNICA HASTA EL DÍA 28/07/2025
AE-092-25,2025,21-07-2025,ACCESORIO,PQC,1,TAPA DE PIEZA DE MANO TRS,-,116557,REEMPLAZO POR LA QUE SE ENCUENTRA DEFECTUOSA
AE-093-25,2025,22-07-2025,ACCESORIOS,POLICLÍNICO ALIVIO DEL DOLOR,1 / 1 ,01 SENSOR SPO2 / 01 CABLE ECG AHA (3 LEAD).,-,"REF. A0816-SA105PV, LOT241006 / REF. 040-000908-00, LOT. 14018-10",-
AE-094-25,2025,22-07-2025,EQUIPO,PEDIATRÍA,2,BOMBAS DE INFUSIÓN PLUM 360,HOSPIRA,42432128 / 42432127,REPARADO POR ST ICU MEDICAL
AE-095-25,2025,22-07-2025,EQUIPAMIENTO,CARDIOLOGÍA,1,CAMA ELECTROMECÁNICA,VOLKER,962-2-2012-12-111/D,    
AE-096-25,2025,23-07-2025,EQUIPAMIENTO,UCI,1,ADAPTADOR DE VIDEOENDOSCOPIO (E-BOX),KARL STORZ,WO4104,ADQUIRIDO PARA EQUIPOS VIDEOFIBROBRONCOSCOPIOS DESECHABLES
AE-097-25,2025,24-07-2025,EQUIPAMIENTO,UROLOGÍA,3,CARROS PORTASUEROS,-,2102020016 / 2002378 / 2102020305,-
AE-098-25,2025,25-07-2025,EQUIPO,UTI,1,VENTILADOR MECÁNICO C1,HAMILTON,1383,REPARADO POR ST IMÉDICA
AE-099-25,2025,25-07-2025,EQUIPAMIENTO,CARDIOLOGÍA,1,CAMA ELECTROMECÁNICA ,VOLKER,962-2-2012-6-233,SE ENTREGA CAMA OPERATIVA EN REEMPLAZO DE CAMA DEFECTUOSA (SN. 962-2-2012-12-90)
AE-100-25,2025,28-07-2025,EQUIPO,UTI,1,VENTILADOR MECÁNICO C1,HAMILTON,1416,DEVOLUCIÓN DE CLINICA ATACAMA A HRC
AE-101-25,2025,29-07-2025,EQUIPO,POLICLÍNICO GINECOLÓGICO,1,UPS,FORZA,-,EQUIPO COMPLEMENTARIO PARA ECÓGRAFO
AE-102-25,2025,29-07-2025,EQUIPO,POLICLÍNICO DE OFTALMOLOGÍA,1,UPS,FORZA,-,EQUIPO COMPLEMENTARIO PARA ANGIOGRAFO RETINAL
AE-103-25,2025,29-07-2025,EQUIPO,ANATOMÍA PATOLÓGICA,1,UPS,SAITEC,-,EQUIPO COMPLEMENTARIO PARA MONTADOR TINCIONADOR LEICA
AE-104-25,2025,30-07-2025,EQUIPO,ENDOSCOPIA,1,VIDEOPANENDOSCOPIO EG-530FP,FUJINON,2G374K419,REPARADO POR ST ENDOS
AE-105-25,2025,30-07-2025,ACCESORIO,PABELLÓN CENTRALIZADO,1,BATERÍA PARA DERMATOMO,BBRAUN,34816,SEM-047-25 / OC 1554-1139-AG25
AE-106-25,2025,04-08-2025,EQUIPO,PATOLOGÍA MAMARIA,1,INSTRUMENTO AUTOMÁTICO DE BIOPSIA,INTER.V.,16483,REPARADO POR ST ATM
AE-107-25,2025,04-08-2025,EQUIPO,UROLOGÍA,1,MONITOR MULTIPARÁMETROS VISMO PVM-2701,NIHON KOHDEN,102880,REPARADO POR ST BLUEMEDICAL
AE-108-25,2025,04-08-2025,EQUIPO,PABELLÓN CENTRALIZADO,1,"ADAPTADOR DE SIERRA DRILL, SWISS 05 001.205",-,5002,REPARADO POR ST JOHNSON&JOHNSON
AE-109-5,2025,08-08-2025,EQUIPAMIENTO,PABELLÓN CENTRALIZADO,1,PEDAL DE UNIDAD ELECTROQUIRÚRGICA,ZERONE,LOT. F01BQ0387,DEVOLUCIÓN DE PEDAL DESDE POLI DERMA A PABELLÓN
AE-110-25,2025,08-08-2025,EQUIPO,UCI,3,BOMBAS DE INFUSIÓN PLUM 360,ICU MEDICAL,42432263 / 42432259 / 42432226,REPARADO POR ST ICU MEDICAL
AE-111-25,2025,11-08-2025,EQUIPO,PRE PARTO / PARTO,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432199,REPARADO POR ST ICU MEDICAL
AE-112-25,2025,11-08-2025,EQUIPO,NEONATOLOGÍA,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42422260,REPARADO POR ST ICU MEDICAL
AE-113-25,2025,11-08-2025,EQUIPO,PEDIATRÍA,2,BOMBAS DE INFUSIÓN PLUM 360,ICU MEDICAL,42432233 / 42432220,REPARADO POR ST ICU MEDICAL
AE-114-25,2025,14-08-2025,EQUIPO,NEONATOLOGÍA,1,BASE HUMIDIFICADORA MR850,FISHER & PAYKEL,110907119360,REPARADO POR ST MEDIPLEX
AE-115-25,2025,18-08-2025,EQUIPOS,PEDIATRÍA,2 / 1,02 BASES HUMIDIFICADORA + CABLE CALEFACTOR Y 01 CNAF N°12,FISHER & PAYKEL,230620623068 / 230620623067 / 200609137743,DEVOLUCIÓN DE EQUIPOS DE NEO A PEDIATRÍA
AE-116-25,2025,19-08-2025,EQUIPO,PROCURAMIENTO,1,SET DE OTO-OFTALMOSCOPIO,ADC,-,SOLICITUD DE ENTREGA DE SDO A LA UNIDAD DE PROCURAMIENTO
AE-117-25,2025,21-08-2025,EQUIPO,MEDICINA NUCLEAR,1,DETECTOR DE RADIACIÓN AMBIENTAL TIPO G.M,LUDLUM,PF009319,CALIBRADO POR ST LMRI
AE-118-25,2025,21-08-2025,EQUIPAMIENTO,CIRUGÍA,1,CAMA ELECTROMECÁNICA,VOLKER,962-2-2012-12-96,SE ENTREGA CAMA OPERATIVA EN REEMPLAZO DE CAMA DEFECTUOSA SN. 962-2-2012-6-212
AE-119-25,2025,25-08-2025,EQUIPO,NEONATOLOGÍA,3,BOMBAS DE INFUSIÓN PLUM 360,ICU MEDICAL,42432170 / 42432252 / 42432311,REPARADO POR ST ICU MEDICAL
AE-120-25,2025,25-08-2025,EQUIPO,URGENCIA,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432313,REPARADO POR ST ICU MEDICAL
AE-121-25,2025,26-08-2025,EQUIPO,LABORATORIO,1,GABINETE DE BIOSEGURIDAD CLASE II A2,BIOBASE,BSC13AA230800210A,"EQUIPO NUEVO, INSTALACIÓN Y CHARLA INFORMATIVA"
AE-122-25,2025,27-08-2025,EQUIPO,PEDIATRÍA,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432175,REPARADO POR ST ICU MEDICAL
AE-123-25,2025,28-08-2025,EQUIPO,UROLOGÍA,1,MONITOR MULTIPÁRAMETROS VISMO,NIHON KOHDEN,102901,EQUIPO REPARADO
AE-124-25,2025,28-08-2025,EQUIPO,CLÍNICA ATACAMA ACHS SALUD,1,VENTILADOR MECÁNICO VG70,AEONMED,VG70(E)XZZU9667,PRÉSTAMO A LA CLÍNICA ATACAMA ACHS SALUD
AE-125-25,2025,01-09-2025,EQUIPO,PABELLÓN CENTRALIZADO,1,PIEZA DE MANO,SYNTHES,4865,"EQUIPO NO OPERATIVO, DAR DE BAJA"
AE-126-25,2025,08-09-2025,EQUIPO,PABELLÓN CENTRALIZADO,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432306,REPARADO POR ST ICU MEDICAL
AE-127-25,2025,09-09-2025,EQUIPO,URGENCIA,1,BOMBA DE INFUSIÓN VOLUMAT MC AGILIA,FRESENIUS KABI,019181 / 22927704,REPARADO POR ST FRESENIUS KABI
AE-128-25,2025,10-09-2025,ACCESORIOS,REHABILITACIÓN,2,CABLES TRONCALES 2MM,NA,REF. 3444211 / LOT. 2429,CABLES PARA EQUIPO DE ELECTROSTIMULACIÓN
